id,genres,keywords,original_title,overview,popularity,vote_average,vote_count,title
393624,"['Thriller', 'History', 'Drama']","['london, england', 'washington dc, usa', 'politics', 'biography', 'iraq war', 'whistleblower', '2000s']",Official Secrets,The true story of British intelligence whistleblower Katharine Gun who—prior to the 2003 Iraq invasion—leaked a top-secret NSA memo exposing a joint US-UK illegal spying operation against members of the UN Security Council. The memo proposed blackmailing member states into voting for war.,19.239,7.231,871,Official Secrets
1254,['Drama'],"['sibling relationship', 'france', 'love triangle', 'parent child relationship', 'loss of loved one', 'lie', ""leaving one's family"", 'normandy, france', 'postcard', 'anorexia', 'twins', 'family']","Je vais bien, ne t'en fais pas","A 19-year-old searches for her twin brother after he runs away from home, following a fight with their father.",15.558,7.233,542,"Don't Worry, I'm Fine"
979,"['Drama', 'Thriller', 'Crime']","['prostitute', 'rape', 'paris, france', 'police', 'nihilism', 'homophobia', 'homicide', 'insanity', 'heroin', 'celibacy', 'trauma', 'assault', 'masochism', 'blood splatter', 'gore', 'knife', 'violence against women', 'love', 'revenge', 'fear', 'cruelty', 'brutality', 'drugs', 'evil', 'boyfriend', 'lgbt', 'misogyny', 'debauchery', 'degeneration', 'disfigurement', 'rape and revenge', 'dehumanization', 'new french extremism', 'altruism']",Irréversible,A woman’s lover and her ex-boyfriend take justice into their own hands after she becomes the victim of a rapist. Because some acts can’t be undone. Because man is an animal. Because the desire for vengeance is a natural impulse. Because most crimes remain unpunished.,40.115,7.234,2677,Irreversible
21641,"['Drama', 'History']","['northern england', 'based on novel or book', 'sports', '1970s', 'biography', 'yorkshire', 'brighton, england, uk', 'football (soccer)', 'cup', 'derby county', 'management', 'football (soccer) team', 'sports controversy']",The Damned United,"Taking over Leeds United, Brian Clough's abrasive approach and his clear dislike of the players' dirty style of play make it certain there is going to be friction. Glimpses of his earlier career help explain both his hostility to previous manager Don Revie and how much he is missing right-hand man Peter Taylor.",13.159,7.232,584,The Damned United
10559,"['Science Fiction', 'Thriller']","['rescue', 'future', 'new york city', 'race against time', 'mother', 'escape', 'detective', 'baseball', 'investigation', 'time travel', 'radio', 'father', 'time', 'family relationships', 'paranormal', 'flashback', 'murder', 'explosion', 'criminal investigation', 'firefighter', 'phenomenon', 'amateur radio', 'aurora borealis', 'altering history']",Frequency,"When a rare phenomenon gives police officer John Sullivan the chance to speak to his father, 30 years in the past, he takes the opportunity to prevent his dad's tragic death.  After his actions inadvertently give rise to a series of brutal murders he and his father must find a way to fix the consequences of altering time.",22.748,7.232,1625,Frequency
348657,"['Drama', 'Thriller', 'Comedy']","['adoption', 'iceland', 'saboteur', 'nature', 'eco terrorism', 'environmentalism', 'environmental conservation', 'industrialisation', 'environmental activist']",Kona fer í stríð,Halla declares a one-woman-war on the local aluminium industry. She is prepared to risk everything to protect the pristine Icelandic Highlands she loves… Until an orphan unexpectedly enters her life.,7.105,7.233,369,Woman at War
39108,"['Animation', 'Action', 'Science Fiction']","['martial arts', 'based on manga', 'martial artist', 'anime']",ドラゴンボールZ 龍拳爆発!!悟空がやらねば誰がやる,The Z Warriors discover an unopenable music box and are told to open it with the Dragon Balls. The contents turn out to be a warrior named Tapion who had sealed himself inside along with a monster called Hildegarn. Goku must now perfect a new technique to defeat the evil monster.,57.683,7.231,656,Dragon Ball Z: Wrath of the Dragon
28043,['Horror'],"['nurse', 'vampire', 'telephone', 'stalker', 'anthology', 'murder', 'severed head', 'ghost', 'stabbed to death', 'horror anthology', 'supernatural horror', 'giallo']",I tre volti della paura,"Three short tales of supernatural horror. In “The Telephone,” a woman is plagued by threatening phone calls. In ""The Wurdalak,” a family is preyed upon by vampiric monsters. In “The Drop of Water,” a deceased medium wreaks havoc on the living.",10.517,7.231,366,Black Sabbath
20352,"['Family', 'Animation', 'Comedy']","['parent child relationship', 'orphanage', 'adoptive father', ""life's dream"", 'rivalry', 'ballet', 'stealing', 'little girl', 'orphan', 'tomboy', 'intelligent', 'evil doctor', 'duringcreditsstinger', 'supervillain', 'despicable', 'minions']",Despicable Me,"Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.",94.209,7.231,14332,Despicable Me
6537,"['Horror', 'Drama', 'Thriller']","['beach', 'wife', 'suppressed past', 'orphanage', 'cave', 'medium', 'haunted house', 'imaginary friend', 'gothic horror', 'missing child', 'séance']",El orfanato,"A woman brings her family back to her childhood home, which used to be an orphanage, intent on reopening it. Before long, her son starts to communicate with a new invisible friend.",30.238,7.231,2708,The Orphanage
335360,"['Family', 'Animation', 'Adventure', 'Fantasy']","['friendship', 'pony', 'journey']",My Little Pony: The Movie,"A new dark force threatens Ponyville, and the Mane 6 – Twilight Sparkle, Applejack, Rainbow Dash, Pinkie Pie, Fluttershy and Rarity – embark on an unforgettable journey beyond Equestria where they meet new friends and exciting challenges on a quest to use the magic of friendship and save their home.",21.448,7.23,358,My Little Pony: The Movie
324849,"['Animation', 'Action', 'Comedy', 'Family']","['superhero', 'based on comic', 'based on toy', 'spin off', 'super power', 'dead parents', 'lego', 'lgbt interest']",The Lego Batman Movie,"A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.",45.366,7.2,4674,The Lego Batman Movie
113082,"['Action', 'Adventure', 'Fantasy', 'Animation']","['mercenary', 'sorcery', 'gore', 'sword fight', 'based on manga', 'demon', 'dark fantasy', 'seinen', 'anime']",ベルセルク 黄金時代篇I 覇王の卵,"Guts, an immensely strong sword-for-hire, has little direction in his life, simply fighting one battle after the next. However, this all changes suddenly when he meets and is bested by Griffith, a beautiful and charismatic young man who leads the Band of the Hawk mercenary army. After Guts joins the Band and the relationship between the two men begins to blossom, Casca, the tough, lone swordswoman in the Band of the Hawk, struggles to accept Guts and the influence he has on the world around her.  While the two men begin to fight together, Griffith continues to rise to power, all seemingly in order to reach his mysterious, prophesied goals. What lengths will Guts and Griffith go to in order to reach these goals, and where will fate take the two men?",34.888,7.23,448,Berserk: The Golden Age Arc I - The Egg of the King
374671,['Drama'],"['japan', 'gambling', 'family relationships', 'slice of life', 'writer', 'storm', 'divorce', 'private detective', 'grandmother']",海よりもまだ深く,"Ryota is an unpopular writer although he won a literary award 15 years ago. Now, Ryota works as a private detective. He is divorced from his ex-wife Kyoko and he has an 11-year-old son Shingo. His mother Yoshiko lives alone at her apartment. One day, Ryota, his ex-wife Kyoko, and son Shingo gather at Yoshiko's apartment. A typhoon passes and the family must stay there all night long.",10.495,7.229,303,After the Storm
785539,"['Romance', 'Comedy']","['paradise', 'love', 'singer', 'wedding']",Resort to Love,Aspiring pop star Erica ends up as the entertainment at her ex-fiancé’s wedding after reluctantly taking a gig at a luxurious island resort while in the wake of a music career meltdown.,15.325,7.228,382,Resort to Love
436343,"['Drama', 'Romance', 'Fantasy']","['slaughterhouse', 'dream interpretation', 'dream sequence', 'betrayal by friend', 'physical disability', 'fear of contact']",Testről és lélekről,"Two introverted people find out by pure chance that they share the same dream every night. They are puzzled, incredulous, a bit frightened. As they hesitantly accept this strange coincidence, they try to recreate in broad daylight what happens in their dream.",12.135,7.228,506,On Body and Soul
296098,"['Thriller', 'Drama']","['cia', 'spy', 'cold war', 'soviet union', 'pilot', 'lawyer', 'american', 'courtroom', 'russian spy', 'legal drama']",Bridge of Spies,"During the Cold War, the Soviet Union captures U.S. pilot Francis Gary Powers after shooting down his U-2 spy plane. Sentenced to 10 years in prison, Powers' only hope is New York lawyer James Donovan, recruited by a CIA operative to negotiate his release. Donovan boards a plane to Berlin, hoping to win the young man's freedom through a prisoner exchange. If all goes well, the Russians would get Rudolf Abel, the convicted spy who Donovan defended in court.",25.651,7.228,6509,Bridge of Spies
259954,"['Comedy', 'Romance']","['diplomat', 'extramarital affair', 'novelist']",5 to 7,A young writer begins an affair with an older woman from France whose open marriage to a diplomat dictates that they can meet only between the hours of 5 p.m. to 7 p.m.,10.708,7.228,351,5 to 7
17159,['Comedy'],['stand-up comedy'],Eddie Murphy Raw,"Eddie Murphy delights, shocks and entertains with dead-on celebrity impersonations, observations on '80s love, sex and marriage, a remembrance of Mom's hamburgers and much more.",8.895,7.228,311,Eddie Murphy Raw
1716,"['Drama', 'Romance', 'War']","['jew persecution', 'theater play', 'theatre group', 'nouvelle vague']",Le Dernier Métro,"In occupied Paris, an actress married to a Jewish theater owner must keep him hidden from the Nazis while doing both of their jobs.",10.521,7.228,446,The Last Metro
1640,['Drama'],"['daughter', 'police', 'race politics', 'installer', 'fall', 'car crash', 'racism', 'los angeles, california', 'bigotry', 'social services', 'collision']",Crash,"In post-Sept. 11 Los Angeles, tensions erupt when the lives of a Brentwood housewife, her district attorney husband, a Persian shopkeeper, two cops, a pair of carjackers and a Korean couple converge during a 36-hour period.",29.718,7.228,3260,Crash
403,['Drama'],"['individual', 'chauffeur', 'culture clash', 'self-discovery', 'widow', '1970s', 'atlanta', 'pulitzer prize', 'civil rights', 'racial segregation', 'based on play or musical', 'car accident', 'unlikely friendship', 'elderly', 'african american servant', '1940s', '1950s', '1960s', 'elderly lady', 'race relations']",Driving Miss Daisy,"The story of an old Jewish widow named Daisy Werthan and her relationship with her black chauffeur, Hoke. From an initial mere work relationship grew in 25 years a strong friendship between the two very different characters in a time when those types of relationships where shunned.",14.652,7.228,1456,Driving Miss Daisy
13368,"['Comedy', 'Music', 'Romance']","['sibling relationship', 'show business', 'musical', 'sister', 'matchmaking', 'post world war ii', 'song and dance', 'floor show', 'ski lodge', 'christmas', 'failing business', 'sister act', 'war buddies', 'retired general']",White Christmas,Two talented song-and-dance men team up after the war to become one of the hottest acts in show business. In time they befriend and become romantically involved with the beautiful Haynes sisters who comprise a sister act.,17.852,7.227,469,White Christmas
9267,['Comedy'],"['blackmail', 'stupidity', 'spoof', 'compilation', 'lumberjack', 'sketch comedy', 'dead parrot', 'twit', 'physical comedy', 'intentional mistranslation', 'foot race', 'obstacle course', 'anarchic comedy']",And Now for Something Completely Different,A collection of Monty Python's Flying Circus skits from the first two seasons of their British TV series.,12.092,7.227,477,And Now for Something Completely Different
787428,['Drama'],"['police brutality', 'cop', 'time loop', 'black lives matter']",Two Distant Strangers,A man trying to get home to his dog gets stuck in a time loop that forces him to relive a deadly run-in with a cop.,33.02,7.226,389,Two Distant Strangers
338189,['Drama'],"['narration', 'based on play or musical', 'dysfunctional family', 'male homosexuality', 'illness', 'critically bashed', 'lgbt', 'resentment', 'incommunicability', 'small talk', 'gay theme']",Juste la fin du monde,"Louis, a terminally ill writer, returns home after a long absence to tell his family that he is dying.",19.904,7.226,1544,It's Only the End of the World
13283,"['Animation', 'Family']","['musical', 'based on toy', 'shipwrecked']",Barbie as the Island Princess,"Shipwrecked as a child, Rosella (Barbie) grows up on the island under the watchful eyes of her loving animal friends. The arrival of Prince Antonio leads Rosella and her furry pals to explore civilization and ultimately save the kingdom by uncovering a secret plot.",26.908,7.224,671,Barbie as the Island Princess
5902,"['Drama', 'History', 'War']","['mission', 'army', 'allies', 'world war ii', 'netherlands', 'bridge', 'tank', 'based on true story', 'operation market garden', 'soldier', 'arnhem', 'military operation', '1940s', 'historical battle']",A Bridge Too Far,The story of Operation Market Garden—a failed attempt by the allies in the latter stages of WWII to end the war quickly by securing three bridges in Holland allowing access over the Rhine into Germany. A combination of poor allied intelligence and the presence of two crack German panzer divisions meant that the final part of this operation (the bridge in Arnhem over the Rhine) was doomed to failure.,23.037,7.225,739,A Bridge Too Far
5825,['Comedy'],"['holiday', 'boss', 'family dinner', 'neighbor', 'domestic life', 'fantasy sequence', 'christmas', 'christmas bonus', 'jello']",National Lampoon's Christmas Vacation,"It's Christmastime, and the Griswolds are preparing for a family seasonal celebration. But things never run smoothly for Clark, his wife Ellen, and their two kids. Clark's continual bad luck is worsened by his obnoxious family guests, but he manages to keep going, knowing that his Christmas bonus is due soon.",52.63,7.226,2183,National Lampoon's Christmas Vacation
2567,['Drama'],"['ladykiller', 'pilot', 'biography', 'womanizer', 'phobia', 'aviation', 'u.s. congress', 'flying boat', 'test flight']",The Aviator,"A biopic depicting the life of filmmaker and aviation pioneer Howard Hughes from 1927 to 1947, during which time he became a successful film producer and an aviation magnate, while simultaneously growing more unstable due to severe obsessive-compulsive disorder.",24.864,7.2,4990,The Aviator
985939,['Thriller'],['sport climbing'],Fall,"For best friends Becky and Hunter, life is all about conquering fears and pushing limits. But after they climb 2,000 feet to the top of a remote, abandoned radio tower, they find themselves stranded with no way down. Now Becky and Hunter’s expert climbing skills will be put to the ultimate test as they desperately fight to survive the elements, a lack of supplies, and vertigo-inducing heights",162.029,7.225,3422,Fall
581734,['Drama'],"['factory worker', 'van', 'based on novel or book', 'recession', 'homelessness', 'unemployment', 'recreational vehicle', 'road movie', 'death of husband', 'western usa', 'nomad']",Nomadland,"A woman in her sixties embarks on a journey through the western United States after losing everything in the Great Recession, living as a van-dwelling modern-day nomad.",25.533,7.225,2737,Nomadland
399579,"['Action', 'Science Fiction', 'Adventure']","['martial arts', 'bounty hunter', 'dystopia', 'extreme sports', 'superhero', 'cyberpunk', 'based on manga', 'female cyborg', 'live action remake', 'floating city', 'gunnm']",Alita: Battle Angel,"When Alita awakens with no memory of who she is in a future world she does not recognize, she is taken in by Ido, a compassionate doctor who realizes that somewhere in this abandoned cyborg shell is the heart and soul of a young woman with an extraordinary past.",57.856,7.226,8629,Alita: Battle Angel
129112,['Drama'],"['saudi arabia', 'independence', 'bicycle', 'growing up', 'woman director', 'child protagonist', 'mother daughter relationship']",وجدة‎‎,An enterprising Saudi girl signs on for her school's Quran recitation competition as a way to raise the remaining funds she needs in order to buy the green bicycle that has captured her interest.,10.653,7.225,456,Wadjda
11020,"['Drama', 'Mystery']","['australia', 'based on novel or book', 'orphanage', ""girls' boarding school"", 'based on true story', 'coming of age', 'hanging rock', 'atmospheric', ""valentine's day"", '1900s']",Picnic at Hanging Rock,"In the early 1900s, Miranda attends a girls boarding school in Australia. One Valentine's Day, the school's typically strict headmistress treats the girls to a picnic field trip to an unusual but scenic volcanic formation called Hanging Rock. Despite rules against it, Miranda and several other girls venture off. It's not until the end of the day that the faculty realizes the girls and one of the teachers have disappeared mysteriously.",9.863,7.225,709,Picnic at Hanging Rock
3543,"['Comedy', 'Drama']","['nevada', 'motel', 'highway', 'wilderness', 'rosenheim']",Out of Rosenheim,A surreal comedy depicting a diverse cast of characters and the changes they undergo as the German tourist Jasmin interacts with each of them at a remote truck stop in the middle of the Mojave desert.,11.943,7.225,346,Bagdad Cafe
844,"['Drama', 'Science Fiction', 'Romance']","['android', 'regret', 'lovesickness', 'jealousy', 'soulmates', 'based on novel or book', ""love of one's life"", 'sexuality', 'symbolism', 'melancholy', 'nostalgia', 'womanizer', 'murder', 'author', 'hong kong', 'train', 'break-up', 'illegal prostitution', 'extramarital affair', 'sensuality', '2040s', 'christmas eve']",2046,Women enter and exit a science fiction author's life over the course of a few years after the author loses the woman he considers his one true love.,21.734,7.227,810,2046
227,"['Crime', 'Drama']","['street gang', 'based on novel or book', ""children's home"", 'coming of age', 'gang', 'juvenile delinquent', 'tulsa, oklahoma', 'based on young adult novel', 'teenager']",The Outsiders,"When two poor Greasers, Johnny and Ponyboy, are assaulted by a vicious gang, the Socs, and Johnny kills one of the attackers, tension begins to mount between the two rival gangs, setting off a turbulent chain of events.",28.839,7.2,1227,The Outsiders
1016084,"['Drama', 'Comedy', 'History']","['based on novel or book', 'silicon valley', 'satire', 'biography', 'rise and fall', 'phone', '1990s', 'smartphone']",BlackBerry,Two mismatched entrepreneurs – egghead innovator Mike Lazaridis and cut-throat businessman Jim Balsillie – joined forces in an endeavour that was to become a worldwide hit in little more than a decade. The story of the meteoric rise and catastrophic demise of the world's first smartphone.,46.318,7.223,310,BlackBerry
809140,['Drama'],['based on true story'],Father Stu,"The true-life story of boxer-turned-priest. When an injury ends his amateur boxing career, Stuart Long moves to Los Angeles to find money and fame. While scraping by as a supermarket clerk, he meets Carmen, a Sunday school teacher who seems immune to his bad-boy charm. Determined to win her over, the longtime agnostic starts going to church to impress her. However, a motorcycle accident leaves him wondering if he can use his second chance to help others, leading to the surprising realization that he's meant to be a Catholic priest.",19.823,7.226,489,Father Stu
560050,"['Animation', 'Adventure', 'Family', 'Fantasy']","['moon', 'rocket']",Over the Moon,"Fueled by memories of her mother, resourceful Fei Fei builds a rocket to the moon on a mission to prove the existence of a legendary moon goddess.",21.475,7.223,1224,Over the Moon
399366,"['Thriller', 'Horror', 'Drama', 'Mystery']","['beach', 'sibling relationship', 'library', 'rifle', 'abandoned house', 'flashback', 'murder', 'mental illness', 'attic', 'morse code', '1960s', 'orphan siblings', 'fear of mirrors']",El secreto de Marrowbone,A young man and his three younger siblings are plagued by a sinister presence in the sprawling manor in which they live.,28.841,7.225,1349,Marrowbone
372519,['Drama'],[],Os Dez Mandamentos: O Filme,Follows Moses leading and conducting the Hebrew people from the slavery of Egypt to the freedom towards the Promised Land according to the Ancient Testament Bible book of the Exodus. The story told like never before is faithful to the Scriptures.,40.937,7.2,303,The Ten Commandments: The Movie
807196,"['Drama', 'Thriller']","['depression', 'london, england', 'waitress', 'restaurant', 'bartender', 'stress', 'addiction', 'alcoholism', 'chef', 'food critic', 'mental health', 'christmas', 'fine dining', 'kitchen', 'based on short film', 'cuisine']",Boiling Point,A head chef balances multiple personal and professional crises at a popular restaurant in London.,24.946,7.222,446,Boiling Point
504,"['Crime', 'Drama']","['death penalty', 'prostitute', 'rape', 'sexual abuse', 'motel', 'based on true story', 'murder', 'betrayal', 'serial killer', 'poverty', 'prostitution', 'heartbreak', 'mental illness', 'woman director']",Monster,"An emotionally scarred highway drifter shoots a sadistic trick who rapes her, and ultimately becomes America's first female serial killer.",36.062,7.222,2150,Monster
268,"['Fantasy', 'Action', 'Crime']","['dual identity', 'double life', 'chemical', 'crime fighter', 'superhero', 'villain', 'based on comic', 'mobster', 'organized crime', 'criminal', 'super power', 'madness', 'good versus evil']",Batman,"Batman must face his most ruthless nemesis when a deformed madman calling himself ""The Joker"" seizes control of Gotham's criminal underworld.",50.624,7.2,7297,Batman
454983,"['Romance', 'Comedy']","['based on novel or book', 'crush', 'los angeles, california', 'high school student', 'based on young adult novel']",The Kissing Booth,"When teenager Elle's first kiss leads to a forbidden romance with the hottest boy in high school, she risks her relationship with her best friend.",54.56,7.221,6983,The Kissing Booth
211387,"['Action', 'Adventure', 'Science Fiction', 'Fantasy']","['based on comic', 'marvel cinematic universe (mcu)', 'short film']",Marvel One-Shot: Agent Carter,"The film takes place one year after the events of Captain America: The First Avenger, in which Agent Carter, a member of the Strategic Scientific Reserve, is in search of the mysterious Zodiac.",18.995,7.224,698,Marvel One-Shot: Agent Carter
12622,"['Crime', 'Thriller', 'Action']","['drug dealer', 'police brutality', 'police', 'drug trafficking', 'male friendship', 'torturing police', 'policeman']",その男、凶暴につき,A detective breaks all rules of ethical conduct while investigating a colleague’s involvement in drug pushing and Yakuza activities.,12.316,7.221,346,Violent Cop
10693,"['Animation', 'Family', 'Adventure', 'Fantasy']","['sibling relationship', 'flying', 'becoming an adult', 'magic', 'bravery', 'fairy', 'mermaid', 'child hero', 'peter pan', 'musical', 'pirate gang', 'pirate', 'native peoples']",Peter Pan,"Leaving the safety of their nursery behind, Wendy, Michael and John follow Peter Pan to a magical world where childhood lasts forever. But while in Neverland, the kids must face Captain Hook and foil his attempts to get rid of Peter for good.",45.08,7.221,5085,Peter Pan
467909,"['Drama', 'Romance']","['musical', 'based on play or musical', 'aftercreditsstinger', 'love and romance']",In the Heights,"The story of Usnavi, a bodega owner who has mixed feelings about closing his store and retiring to the Dominican Republic or staying in Washington Heights.",13.701,7.22,651,In the Heights
38684,"['Drama', 'Romance']","['friendship', 'prayer', 'smoking', 'painting', 'man woman relationship', 'love', 'rural area', 'snow', 'memory', 'orphan', 'cruelty', 'free will', 'guardian', 'wedding ceremony', 'ward']",Jane Eyre,"After a bleak childhood, Jane Eyre goes out into the world to become a governess. As she lives happily in her new position at Thornfield Hall, she meet the dark, cold, and abrupt master of the house, Mr. Rochester. Jane and her employer grow close in friendship and she soon finds herself falling in love with him. Happiness seems to have found Jane at last, but could Mr. Rochester's terrible secret be about to destroy it forever?",17.517,7.22,1379,Jane Eyre
10518,['Thriller'],"['new york city', 'government', 'based on novel or book', 'nazi', 'diamond', 'conspiracy', 'theft', 'criminal', 'agent', 'dentist', 'rogue']",Marathon Man,"A graduate student and obsessive runner in New York is drawn into a mysterious plot involving his brother, a member of the secretive Division.",17.994,7.22,976,Marathon Man
859,"['Drama', 'Romance']","['plan', 'lovesickness', 'based on novel or book', 'cheating', 'cynic', 'sexuality', 'boredom', 'praise', 'arranged marriage', 'lover', 'ladykiller', 'fiancé', 'seduction', 'love letter', 'courtly life', 'gender roles', '18th century']",Dangerous Liaisons,"In 18th century France, Marquise de Merteuil asks her ex-lover Vicomte de Valmont to seduce the future wife of another ex-lover of hers in return for one last night with her. Yet things don’t go as planned.",19.188,7.22,1062,Dangerous Liaisons
695,"['Drama', 'Comedy']","['suicide', 'helicopter', 'cheating', 'loss of loved one', 'fishing', 'jazz singer or musician', 'modern society', 'cellist', 'earthquake', 'los angeles, california', 'hit by a car', 'multiple storylines']",Short Cuts,"Many loosely connected characters cross paths in this film, based on the stories of Raymond Carver. Waitress Doreen Piggot accidentally runs into a boy with her car. Soon after walking away, the child lapses into a coma. While at the hospital, the boy's grandfather tells his son, Howard, about his past affairs. Meanwhile, a baker starts harassing the family when they fail to pick up the boy's birthday cake.",15.896,7.22,534,Short Cuts
978870,"['Thriller', 'Crime']",[],L'ultima notte di Amore,"On the night before his retirement, police lieutenant Franco Amore is called to investigate the death of a long-time partner of his in a diamond heist in which he was involved.",36.366,7.211,336,Last Night of Amore
364689,"['Animation', 'Family', 'Adventure', 'Comedy']","['friendship', 'spain', 'madrid, spain', 'europe', 'anthropomorphism', 'remake', 'bull', ""based on children's book"", 'capture']",Ferdinand,"Ferdinand, a little bull, prefers sitting quietly under a cork tree just smelling the flowers versus jumping around, snorting, and butting heads with other bulls. As Ferdinand grows big and strong, his temperament remains mellow, but one day five men come to choose the ""biggest, fastest, roughest bull"" for the bullfights in Madrid and Ferdinand is mistakenly chosen.  Based on the classic 1936 children's book by Munro Leaf.",51.731,7.219,2697,Ferdinand
446696,"['Drama', 'Romance']","['pregnancy', 'family relationships', 'theme song', 'estranged couple', 'intercultural relationship', 'unreliable narrator', 'traumatic accident', 'traumatic childhood', 'expecting', 'psychiatric treatment']",Life Itself,"As a young New York couple goes from college romance to marriage and the birth of their first child, the unexpected twists of their journey create reverberations that echo over continents and through lifetimes.",26.676,7.2,515,Life Itself
36728,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Animation']","['ninja fighter', 'anime']",劇場版 NARUTO -ナルト- 疾風伝 火の意志を継ぐ者,"Ninjas with bloodline limits begin disappearing in all the countries and blame points toward the fire nation. By Tsunade's order, Kakashi is sacrificed to prevent an all out war. After inheriting charms left by Kakashi, Naruto fights through friends and foes to prevent his death while changing the minds of those who've inherited the will of fire.",36.908,7.218,403,Naruto Shippuden the Movie: The Will of Fire
10086,"['Comedy', 'Crime']","['movie business', 'dark comedy', 'mockumentary', 'brutality', 'found footage', 'arab']",C'est arrivé près de chez vous,"The activities of rampaging, indiscriminate serial killer Ben are recorded by a willingly complicit documentary team, who eventually become his accomplices and active participants. Ben provides casual commentary on the nature of his work and arbitrary musings on topics of interest to him, such as music or the conditions of low-income housing, and even goes so far as to introduce the documentary crew to his family. But their reckless indulgences soon get the better of them.",14.868,7.218,840,Man Bites Dog
9701,['Drama'],"['rape', 'court', 'minnesota', 'harassment', 'witness', 'based on true story', 'lawsuit', 'miner', 'insult', 'love', 'sexual harassment', 'battle', 'single mother', 'woman director', 'landmark', '1980s']",North Country,"A fictionalized account of the first major successful sexual harassment case in the United States -- Jenson vs. Eveleth Mines, where a woman who endured a range of abuse while working as a miner filed and won the landmark 1984 lawsuit.",16.719,7.218,587,North Country
3086,"['Comedy', 'Romance']","['daughter', 'ship', 'snake', 'gambling', 'passenger', 'fraud', 'deception', 'con artist', 'money', 'revenge', 'wealth', 'hair', 'cardsharp', 'screwball comedy']",The Lady Eve,"It's no accident when wealthy Charles falls for Jean. Jean is a con artist with her sights set on Charles' fortune. Matters complicate when Jean starts falling for her mark. When Charles suspects Jean is a gold digger, he dumps her. Jean, fixated on revenge and still pining for the millionaire, devises a plan to get back in Charles' life. With love and payback on her mind, she re-introduces herself to Charles, this time as an aristocrat named Lady Eve Sidwich.",10.551,7.2,310,The Lady Eve
512895,"['Family', 'Romance', 'Comedy']","['freedom', 'family', 'streetwise', 'live action and animation', 'live action remake']",Lady and the Tramp,"The love story between a pampered Cocker Spaniel named Lady and a streetwise mongrel named Tramp. Lady finds herself out on the street after her owners have a baby and is saved from a pack by Tramp, who tries to show her to live her life footloose and collar-free.",40.337,7.217,1476,Lady and the Tramp
401104,['Drama'],"['smoking', 'arizona', 'artist', 'restaurant', 'anorexia', 'los angeles, california', 'pregnant woman', 'therapy', 'eating disorder']",To the Bone,A young woman dealing with anorexia meets an unconventional doctor who challenges her to face her condition and embrace life.,16.263,7.217,3381,To the Bone
1878,"['Adventure', 'Drama', 'Comedy']","['casino', 'based on novel or book', '1970s', 'dark comedy', 'lsd', 'hallucination', 'fake identity', 'surrealism', 'road trip', 'lawyer', 'hitchhiker', 'las vegas', 'drugs', 'buddy', 'desert', 'gonzo journalist', 'cadillac convertible', 'police convention', 'cult film']",Fear and Loathing in Las Vegas,"Raoul Duke and his attorney Dr. Gonzo drive a red convertible across the Mojave desert to Las Vegas with a suitcase full of drugs to cover a motorcycle race. As their consumption of drugs increases at an alarming rate, the stoned duo trash their hotel room and fear legal repercussions. Duke begins to drive back to L.A., but after an odd run-in with a cop, he returns to Sin City and continues his wild drug binge.",36.864,7.215,4319,Fear and Loathing in Las Vegas
428836,"['Drama', 'Romance', 'History']","['lady in waiting', 'hamlet', 'reinterpretation', 'william shakespeare']",Ophelia,"Ophelia comes of age as lady-in-waiting for Queen Gertrude, and her singular spirit captures Hamlet's affections. As lust and betrayal threaten the kingdom, Ophelia finds herself trapped between true love and controlling her own destiny.",19.796,7.216,506,Ophelia
14003,"['Action', 'Adventure', 'Animation', 'Drama']","['tornado', 'based on manga', 'alchemy', 'weimar, germany', 'alchemist', 'anime']",劇場版 鋼の錬金術師 シャンバラを征く者,"Munich, Germany, 1923. Two years have passed since Edward Elric was dragged from his own world to ours, leaving behind his country, his friends and his younger brother, Alphonse. Stripped of his alchemical powers, he has been all this time researching rocketry together with Alphonse Heiderich, a young man who resembles his own brother, hoping to one day find a way back home. His efforts so far had proven fruitless, but after lending a hand to a troubled gipsy girl, Edward is thrown in a series of events that can wreak havoc in both worlds. Meanwhile, at his own world, Alphonse Elric ventures deeper into the mysteries of alchemy in search for a way to reunite with his older brother.",20.296,7.216,313,Fullmetal Alchemist the Movie: Conqueror of Shamballa
329819,['Drama'],"['social worker', 'juvenile delinquent', 'woman director']",La Tête haute,The film tells the story of Malony and his education as he grows from a six-year-old into an 18-year-old. A minors’ judge and a caseworker work tirelessly to try to save the young offender.,6.982,7.215,449,Standing Tall
1538,"['Drama', 'Crime', 'Thriller']","['taxi', 'police', 'hitman', 'hostage', 'self-fulfilling prophecy', 'taxi driver', 'fbi', 'nightclub', 'briefcase', 'sociopath', 'professional hit', 'one night', 'gun violence', 'lapd', 'contract killer', 'neo-noir', 'cabbie', 'federal prosecutor', 'taxi ride', 'suspense thriller', 'los angeles airport (lax)']",Collateral,Cab driver Max picks up a man who offers him $600 to drive him around. But the promise of easy money sours when Max realizes his fare is an assassin.,38.483,7.215,5210,Collateral
